Dataset,ID,Python,Reference Java,Pre-trained Pred,Fine-tuned Pred,Pre-trained BLEU,Fine-tuned BLEU,Pre-trained Logic,Fine-tuned Logic
BigCodeNet,873,"def N(n):
    return (n+1)*(n+2)*(n+3)/6

while True:
    try:
        n = int(raw_input())
        if n > 2000:
            n = 4000 - n
        if n < 1001:
            print N(n)
        else:
            print N(n) - (N(2*(n-1000)) - (n-1000) - 1)/2
    except:
        break","import java.util.Scanner;

//Sum of 4 Integers II
public class Main{

	void run(){
		Scanner sc = new Scanner(System.in);
		int[] a = new int[2001];
		for(int i=0;i<=1000;i++)for(int j=0;j<=1000;j++)a[i+j]++;
		while(sc.hasNext()){
			int s = sc.nextInt(), res = 0;
			for(int i=Math.min(s, 2000);i>=0;i--)res+=s-i<=2000?a[i]*a[s-i]:0;
			System.out.println(res);
		}
	}
	
	public static void main(String[] args) {
		new Main().run();
	}
}",print N(n)print N(n)print N(2*(n-1000))print N(2*(n-1000))print N(2*(n-1000))print N(2*(n-1000))print N(2*(n-1000))printprint N(2*(n-1000))print N(2*(n-1000))print N(2*(n-1000))print N(,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while (true) {
			int n = sc.nextInt();
			if (n == 2000) break;
			int[] a = new int[n];
			for (int i = 0; i < n; i++) {
				a[i] = sc.nextInt();
			}
			for (int i = 0; i <",0.0,0.298,0.0,0.67
BigCodeNet,874,"dp = [[0]*(1001) for _ in xrange(10)]
dp[0][0] = 1
for i in xrange(101):
    si1 = 1001-i
    for k in xrange(9, 0, -1):
        dp_k = dp[k]; dp_k1 = dp[k-1]
        for j in xrange(si1):
            dp_k[i+j] += dp_k1[j]
while 1:
    n, s = map(int, raw_input().split())
    if n==0:
        exit(0)
    print dp[n][s]","import java.util.Scanner;

// Java8
public class Main {
	Scanner sc = new Scanner(System.in);

	public static void main(String[] args) throws Exception {
		new Main().run();
	}

	void run() throws Exception {
		long[][] f = new long[10][1001];
		f[0][0] = 1;
		for(int x=0; x<=100; x++) {
			for(int t=9; t>0; t--) {
				for(int i=0; i<=1000; i++) {
					if(i>=x) {
						f[t][i] += f[t-1][i-x];
					}
				}
			}
		}
		while(true) {
			int n = sc.nextInt();
			int s = sc.nextInt();
			if(n==0 && s==0) break;
			System.out.println(f[n][s]);
		}
	}
}
",print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int s = sc.nextInt();
		int[] dp = new int[1001];
		for (int i = 0; i < 1001; i++) {
			dp[i] = sc.nextInt();
		}
		for (int j = 0; j < 1001; j++) {
",0.0232,0.2269,0.0,0.5
BigCodeNet,875,"dp = [[0]*(1001) for _ in xrange(10)]
dp[0][0] = 1
for i in xrange(101):
    si1 = 1001-i
    for k in xrange(9, 0, -1):
        dp_k = dp[k]; dp_k1 = dp[k-1]
        for j in xrange(si1):
            dp_k[i+j] += dp_k1[j]
while 1:
    n, s = map(int, raw_input().split())
    if n==0:
        exit(0)
    print dp[n][s]","import java.util.Arrays;
import java.util.Collections;
import java.util.LinkedList;
import java.util.ListIterator;
import java.util.PriorityQueue;
import java.util.Scanner;

public class Main {
	
	public static final int NUM = 100;
	public static long dfs(long[][][] memo, int n, int low, int s){
		if(n == 0){
			return s == 0 ? 1 : 0;
		}else if(low > NUM){
			return 0;
		}
		
		if(memo[n][low][s] >= 0){
			return memo[n][low][s];
		}
		
		long ret = 0;
		for(int next = low; next <= NUM; next++){
			if(s - next < 0){
				break;
			}
			
			ret += dfs(memo, n - 1, next + 1, s - next);
		}
		
		return memo[n][low][s] = ret;
	}
	
	public static final int N = 10;
	public static final int SIZE = 1000;
	
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		
		long[][][] memo = new long[N + 1][NUM + 1][SIZE + 1];		
		for(int i = 0; i <= N; i++){
			for(int j = 0; j <= NUM; j++){
				for(int k = 0; k <= SIZE; k++){
					memo[i][j][k] = -1;
				}
			}
		}
		
		while(true){
			final int n = sc.nextInt();
			final int s = sc.nextInt();
			
			if(n == 0 && s == 0){
				break;
			}
			
			System.out.println(dfs(memo, n, 0, s));
		}
		
	}

}",print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int s = sc.nextInt();
		int[] dp = new int[1001];
		for (int i = 0; i < 1001; i++) {
			dp[i] = sc.nextInt();
		}
		for (int j = 0; j < 1001; j++) {
",0.0081,0.044,0.0,0.5
BigCodeNet,876,"dp = [[0]*(1001) for _ in xrange(10)]
dp[0][0] = 1
for i in xrange(101):
    si1 = 1001-i
    for k in xrange(9, 0, -1):
        dp_k = dp[k]; dp_k1 = dp[k-1]
        for j in xrange(si1):
            dp_k[i+j] += dp_k1[j]
while 1:
    n, s = map(int, raw_input().split())
    if n==0:
        exit(0)
    print dp[n][s]","import java.util.Scanner;

public class Main{
	public static void main(String[] args){
		Scanner sc = new Scanner(System.in);
		long[][] dp= new long[11][1010];
		int n, s;
		dp[0][0]=1;
		for(int i=0; i<=100; i++) {
			for(int j=9; j>=0; j--) {
				for(int k=0; k<=1000-i; k++) {
					dp[j+1][k+i]+=dp[j][k];
				}
			}
		}
		while(sc.hasNext()) {
			n=sc.nextInt();
			s=sc.nextInt();
			if(n==0 && s==0)	break;
			System.out.println(dp[n][s]);
		}
        
	}
}
",print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s]print,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int s = sc.nextInt();
		int[] dp = new int[1001];
		for (int i = 0; i < 1001; i++) {
			dp[i] = sc.nextInt();
		}
		for (int j = 0; j < 1001; j++) {
",0.0374,0.3057,0.0,0.5
BigCodeNet,877,"# AOJ 0097 Sum of Integers II
# Python3 2018.6.15 bal4u

dp = [[0 for s in range(1001)] for n in range(11)]
dp[0][0] = 1
for k in range(101):
	for n in range(9, -1, -1):
		for s in range(1001-k):
			dp[n+1][s+k] += dp[n][s]

while True:
	n, s = list(map(int, input().split()))
	if n == 0: break
	print(dp[n][s])
","import java.util.Scanner;

// Java8
public class Main {
	Scanner sc = new Scanner(System.in);

	public static void main(String[] args) throws Exception {
		new Main().run();
	}

	void run() throws Exception {
		long[][] f = new long[10][1001];
		f[0][0] = 1;
		for(int x=0; x<=100; x++) {
			for(int t=9; t>0; t--) {
				for(int i=0; i<=1000; i++) {
					if(i>=x) {
						f[t][i] += f[t-1][i-x];
					}
				}
			}
		}
		while(true) {
			int n = sc.nextInt();
			int s = sc.nextInt();
			if(n==0 && s==0) break;
			System.out.println(f[n][s]);
		}
	}
}
",= [0 for s in[ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ],"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		String[] words = br.readLine().split("" "");
		for (int i = 0; i <",0.0001,0.1085,0.25,0.5
BigCodeNet,878,"# AOJ 0097 Sum of Integers II
# Python3 2018.6.15 bal4u

dp = [[0 for s in range(1001)] for n in range(11)]
dp[0][0] = 1
for k in range(101):
	for n in range(9, -1, -1):
		for s in range(1001-k):
			dp[n+1][s+k] += dp[n][s]

while True:
	n, s = list(map(int, input().split()))
	if n == 0: break
	print(dp[n][s])
","import java.util.Arrays;
import java.util.Collections;
import java.util.LinkedList;
import java.util.ListIterator;
import java.util.PriorityQueue;
import java.util.Scanner;

public class Main {
	
	public static final int NUM = 100;
	public static long dfs(long[][][] memo, int n, int low, int s){
		if(n == 0){
			return s == 0 ? 1 : 0;
		}else if(low > NUM){
			return 0;
		}
		
		if(memo[n][low][s] >= 0){
			return memo[n][low][s];
		}
		
		long ret = 0;
		for(int next = low; next <= NUM; next++){
			if(s - next < 0){
				break;
			}
			
			ret += dfs(memo, n - 1, next + 1, s - next);
		}
		
		return memo[n][low][s] = ret;
	}
	
	public static final int N = 10;
	public static final int SIZE = 1000;
	
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		
		long[][][] memo = new long[N + 1][NUM + 1][SIZE + 1];		
		for(int i = 0; i <= N; i++){
			for(int j = 0; j <= NUM; j++){
				for(int k = 0; k <= SIZE; k++){
					memo[i][j][k] = -1;
				}
			}
		}
		
		while(true){
			final int n = sc.nextInt();
			final int s = sc.nextInt();
			
			if(n == 0 && s == 0){
				break;
			}
			
			System.out.println(dfs(memo, n, 0, s));
		}
		
	}

}",= [0 for s in[ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ],"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		String[] words = br.readLine().split("" "");
		for (int i = 0; i <",0.0,0.0306,0.25,0.5
BigCodeNet,879,"# AOJ 0097 Sum of Integers II
# Python3 2018.6.15 bal4u

dp = [[0 for s in range(1001)] for n in range(11)]
dp[0][0] = 1
for k in range(101):
	for n in range(9, -1, -1):
		for s in range(1001-k):
			dp[n+1][s+k] += dp[n][s]

while True:
	n, s = list(map(int, input().split()))
	if n == 0: break
	print(dp[n][s])
","import java.util.Scanner;

public class Main{
	public static void main(String[] args){
		Scanner sc = new Scanner(System.in);
		long[][] dp= new long[11][1010];
		int n, s;
		dp[0][0]=1;
		for(int i=0; i<=100; i++) {
			for(int j=9; j>=0; j--) {
				for(int k=0; k<=1000-i; k++) {
					dp[j+1][k+i]+=dp[j][k];
				}
			}
		}
		while(sc.hasNext()) {
			n=sc.nextInt();
			s=sc.nextInt();
			if(n==0 && s==0)	break;
			System.out.println(dp[n][s]);
		}
        
	}
}
",= [0 for s in[ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ][ s + k ],"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		String[] words = br.readLine().split("" "");
		for (int i = 0; i <",0.0001,0.1375,0.25,0.5
BigCodeNet,880,"while 1:
    n, s = map(int, raw_input().split())
    if n==0:
        exit(0)
    dp = [[0]*(s+1) for _ in xrange(n+1)]
    dp[0][0] = 1
    for i in xrange(min(s+1, 101)):
        si1 = s-i+1
        for k in xrange(n, 0, -1):
            dp_k = dp[k]; dp_k1 = dp[k-1]
            for j in xrange(si1):
                dp_k[i+j] += dp_k1[j]
    print dp[n][s]","import java.util.Scanner;

// Java8
public class Main {
	Scanner sc = new Scanner(System.in);

	public static void main(String[] args) throws Exception {
		new Main().run();
	}

	void run() throws Exception {
		long[][] f = new long[10][1001];
		f[0][0] = 1;
		for(int x=0; x<=100; x++) {
			for(int t=9; t>0; t--) {
				for(int i=0; i<=1000; i++) {
					if(i>=x) {
						f[t][i] += f[t-1][i-x];
					}
				}
			}
		}
		while(true) {
			int n = sc.nextInt();
			int s = sc.nextInt();
			if(n==0 && s==0) break;
			System.out.println(f[n][s]);
		}
	}
}
",print dp[n][s] print dp[n][s]print dp[n][s] print dp[n][s]print dp[n][s] print dp[n][s]print dp[n][s]print dp[n][s] print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s] print dp[n][s,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while(true){
			int n = sc.nextInt();
			int s = sc.nextInt();
			if(n == 0 && s == 0) break;
			int[] dp = new int[n];
			for(int i = 0; i < n; i++) {
				dp[i] = sc.nextInt();
			",0.0249,0.2797,0.0,1.0
BigCodeNet,881,"while 1:
    n, s = map(int, raw_input().split())
    if n==0:
        exit(0)
    dp = [[0]*(s+1) for _ in xrange(n+1)]
    dp[0][0] = 1
    for i in xrange(min(s+1, 101)):
        si1 = s-i+1
        for k in xrange(n, 0, -1):
            dp_k = dp[k]; dp_k1 = dp[k-1]
            for j in xrange(si1):
                dp_k[i+j] += dp_k1[j]
    print dp[n][s]","import java.util.Arrays;
import java.util.Collections;
import java.util.LinkedList;
import java.util.ListIterator;
import java.util.PriorityQueue;
import java.util.Scanner;

public class Main {
	
	public static final int NUM = 100;
	public static long dfs(long[][][] memo, int n, int low, int s){
		if(n == 0){
			return s == 0 ? 1 : 0;
		}else if(low > NUM){
			return 0;
		}
		
		if(memo[n][low][s] >= 0){
			return memo[n][low][s];
		}
		
		long ret = 0;
		for(int next = low; next <= NUM; next++){
			if(s - next < 0){
				break;
			}
			
			ret += dfs(memo, n - 1, next + 1, s - next);
		}
		
		return memo[n][low][s] = ret;
	}
	
	public static final int N = 10;
	public static final int SIZE = 1000;
	
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		
		long[][][] memo = new long[N + 1][NUM + 1][SIZE + 1];		
		for(int i = 0; i <= N; i++){
			for(int j = 0; j <= NUM; j++){
				for(int k = 0; k <= SIZE; k++){
					memo[i][j][k] = -1;
				}
			}
		}
		
		while(true){
			final int n = sc.nextInt();
			final int s = sc.nextInt();
			
			if(n == 0 && s == 0){
				break;
			}
			
			System.out.println(dfs(memo, n, 0, s));
		}
		
	}

}",print dp[n][s] print dp[n][s]print dp[n][s] print dp[n][s]print dp[n][s] print dp[n][s]print dp[n][s]print dp[n][s] print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s] print dp[n][s,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while(true){
			int n = sc.nextInt();
			int s = sc.nextInt();
			if(n == 0 && s == 0) break;
			int[] dp = new int[n];
			for(int i = 0; i < n; i++) {
				dp[i] = sc.nextInt();
			",0.0098,0.0516,0.0,1.0
BigCodeNet,882,"while 1:
    n, s = map(int, raw_input().split())
    if n==0:
        exit(0)
    dp = [[0]*(s+1) for _ in xrange(n+1)]
    dp[0][0] = 1
    for i in xrange(min(s+1, 101)):
        si1 = s-i+1
        for k in xrange(n, 0, -1):
            dp_k = dp[k]; dp_k1 = dp[k-1]
            for j in xrange(si1):
                dp_k[i+j] += dp_k1[j]
    print dp[n][s]","import java.util.Scanner;

public class Main{
	public static void main(String[] args){
		Scanner sc = new Scanner(System.in);
		long[][] dp= new long[11][1010];
		int n, s;
		dp[0][0]=1;
		for(int i=0; i<=100; i++) {
			for(int j=9; j>=0; j--) {
				for(int k=0; k<=1000-i; k++) {
					dp[j+1][k+i]+=dp[j][k];
				}
			}
		}
		while(sc.hasNext()) {
			n=sc.nextInt();
			s=sc.nextInt();
			if(n==0 && s==0)	break;
			System.out.println(dp[n][s]);
		}
        
	}
}
",print dp[n][s] print dp[n][s]print dp[n][s] print dp[n][s]print dp[n][s] print dp[n][s]print dp[n][s]print dp[n][s] print dp[n][s]print dp[n][s]print dp[n][s]print dp[n][s] print dp[n][s,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while(true){
			int n = sc.nextInt();
			int s = sc.nextInt();
			if(n == 0 && s == 0) break;
			int[] dp = new int[n];
			for(int i = 0; i < n; i++) {
				dp[i] = sc.nextInt();
			",0.0397,0.3455,0.0,1.0
BigCodeNet,883,"n = input()
sq = [map(int,raw_input().split()) for u in xrange(n)]
s_sq = [[[0]*n for u in xrange(n)] for uu in xrange(n)]
#s_sq[lower_end][left_end][right_end]
ma = -1000 * 100 * 100
for y in xrange(n):
    temp = [0] * (n+1)
    for x in xrange(n):
        #make sum of the sequence left_end == 0, right_end == n
        temp[x] = temp[x-1] + sq[y][x]
    for tx in xrange(n):
        for ex in xrange(tx,n):
            s_sq[y][tx][ex] = max([0,s_sq[y-1][tx][ex]]) + temp[ex] - temp[tx-1]
            ma = max([ma,s_sq[y][tx][ex]])
print ma","public class
Main
{
  public void
  run (
    final java.util.Scanner sc,
    final java.io.PrintStream out
    )
  {
    int[ ][ ] a;
    int N;
    int i, j, k, l;
    int res;

    N = sc.nextInt ( );
    a = new int[ N ][ N + 1 ];
    for ( i = 0; i < N; ++i )
    for ( j = 1; j <= N ; ++j )
      a[ i ][ j ] = sc.nextInt ( );

    for ( i = 0; i < N; ++i )
    for ( j = 1; j <= N; ++j )
      a[ i ][ j ] += a[ i ][ j - 1 ];

    res = a[ 0 ][ 1 ];
    for ( i = 0; i < N; ++i )
    for ( j = i + 1; j <= N; ++j )
    {
      for ( k = 0; k < N; ++k )
      {
        int t = 0;

        for ( l = k; l < N; ++l )
        {
          t += a[ l ][ j ] - a[ l ][ i ];
          res = Math.max ( res, t );
        }
      }
    }

    out.println ( res );
  }

  public static void
  main (
    String[ ] args
    )
  {
    ( new Main ( ) ).run ( new java.util.Scanner ( System.in ), System.out );
  }
}","= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		String[] words = br.readLine().split("" "");
		int n = Integer.parseInt(",0.0001,0.0373,0.0,0.5
BigCodeNet,884,"n = input()
sq = [map(int,raw_input().split()) for u in xrange(n)]
s_sq = [[[0]*n for u in xrange(n)] for uu in xrange(n)]
#s_sq[lower_end][left_end][right_end]
ma = -1000 * 100 * 100
for y in xrange(n):
    temp = [0] * (n+1)
    for x in xrange(n):
        #make sum of the sequence left_end == 0, right_end == n
        temp[x] = temp[x-1] + sq[y][x]
    for tx in xrange(n):
        for ex in xrange(tx,n):
            s_sq[y][tx][ex] = max([0,s_sq[y-1][tx][ex]]) + temp[ex] - temp[tx-1]
            ma = max([ma,s_sq[y][tx][ex]])
print ma","public class Main{
  public void run(java.io.InputStream in, java.io.PrintStream out){
    java.util.Scanner sc = new java.util.Scanner(in);
    int n, i, j, res, w, h, x;
    int[][] f, sum;

    n = sc.nextInt();
    f = new int[n][n];
    for(i = 0;i < n;i++)for(j = 0;j < n;j++)f[i][j] = sc.nextInt();
    sum = new int[++n][n];

    sum[1][1] = f[0][0];
    for(j = 2;j < n;j++)sum[1][j] = sum[1][j - 1] + f[0][j - 1];
    for(i = 2;i < n;i++)sum[i][1] = sum[i - 1][1] + f[i - 1][0];
    for(i = 2;i < n;i++)for(j = 2;j < n;j++)
      sum[i][j] = f[i - 1][j - 1] + sum[i][j - 1] + sum[i - 1][j] - sum[i - 1][j - 1];

    res = f[0][0];
    for(h = 0;h < n;h++)for(i = 1;i < n - h;i++)
    for(w = 0;w < n;w++)for(j = 1;j < n - w;j++){
      x = sum[i + h][j + w] - sum[i - 1][j + w] - sum[i + h][j - 1] + sum[i - 1][j - 1];
      if(res < x)res = x;
    }
    out.println(res);

    sc.close();
  }
  public static void main(String[] args){
    (new Main()).run(System.in, System.out);
  }
}","= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		String[] words = br.readLine().split("" "");
		int n = Integer.parseInt(",0.0037,0.0073,0.0,0.5
BigCodeNet,885,"n = input()
sq = [map(int,raw_input().split()) for u in xrange(n)]
s_sq = [[[0]*n for u in xrange(n)] for uu in xrange(n)]
#s_sq[lower_end][left_end][right_end]
ma = -1000 * 100 * 100
for y in xrange(n):
    temp = [0] * (n+1)
    for x in xrange(n):
        #make sum of the sequence left_end == 0, right_end == n
        temp[x] = temp[x-1] + sq[y][x]
    for tx in xrange(n):
        for ex in xrange(tx,n):
            s_sq[y][tx][ex] = max([0,s_sq[y-1][tx][ex]]) + temp[ex] - temp[tx-1]
            ma = max([ma,s_sq[y][tx][ex]])
print ma","import java.util.*;
import java.io.*;

public class Main {
	public void solve() throws IOException {
		int n = nextInt();
		int[][] mat = new int[n][n];
		for(int i = 0; i < n; i++){
			for(int j = 0; j < n; j++){
				mat[i][j] = nextInt();
			}
		}
		int[][][] sum = new int[n][n][n];
		for(int i = 0; i < n; i++){
			for(int j = 0; j < n; j++){
				sum[i][j][j] = mat[i][j];
				for(int k = j+1; k < n; k++){
					sum[i][j][k] = sum[i][j][k-1] + mat[i][k];
				}
			}
		}
	/*	for(int[][] x : sum){
			for(int[] y : x){
				for(int z : y){
					writer.print(z + "" "");
				}
				writer.println();
			}
			writer.println();
		}*/
		long ans = Integer.MIN_VALUE;
		for(int i = 0; i < n; i++){
			for(int j = 0; j < n; j++){
				for(int k = j; k < n; k++){
					long tmp = 0;
					for(int l = i; l < n; l++){
						tmp += sum[l][j][k];
						ans = Math.max(ans, tmp);
		//				writer.println(""sum["" + l + ""]["" + j + ""]["" + k + ""] = "" + sum[l][j][k]);
		//				writer.println(i + "", "" + j + "", "" + k + "", "" + l + "", "" + tmp);
					}
				}
			}
		}
		writer.println(ans);
	}

	public static void main(String[] args) throws IOException {
		new Main().run();
	}

	BufferedReader reader;
	StringTokenizer tokenizer;
	PrintWriter writer;

	public void run() throws IOException {
		try {
			reader = new BufferedReader(new InputStreamReader(System.in));
			tokenizer = null;
			writer = new PrintWriter(System.out);
			solve();
			reader.close();
			writer.close();
		} catch (Exception e) {
			e.printStackTrace();
		}
	}

	public String nextToken() throws IOException {
		while (tokenizer == null || !tokenizer.hasMoreTokens()) {
			tokenizer = new StringTokenizer(reader.readLine());
		}
		return tokenizer.nextToken();
	}

	public int nextInt() throws IOException {
		return Integer.parseInt(nextToken());
	}
}","= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max([0,s_sq[y-1][tx][ex]])= max","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		String[] words = br.readLine().split("" "");
		int n = Integer.parseInt(",0.0,0.0031,0.0,0.5
BigCodeNet,886,"def x(a):
	m=-10**9
	for c in N:
		p=[0]*n 
		for e in range(c,n):
			for r in N:
				p[r]+=a[r][e]
			m=max(P(p),m)
	return m
def P(a):
	m,c=-10**5,0
	for i in N:
		c+=a[i]
		m=max(c,m)
		if c<0:c=0
	return m
n = input()
N = range(n)
print x([map(int, raw_input().split()) for i in N])","public class
Main
{
  public void
  run (
    final java.util.Scanner sc,
    final java.io.PrintStream out
    )
  {
    int[ ][ ] a;
    int N;
    int i, j, k, l;
    int res;

    N = sc.nextInt ( );
    a = new int[ N ][ N + 1 ];
    for ( i = 0; i < N; ++i )
    for ( j = 1; j <= N ; ++j )
      a[ i ][ j ] = sc.nextInt ( );

    for ( i = 0; i < N; ++i )
    for ( j = 1; j <= N; ++j )
      a[ i ][ j ] += a[ i ][ j - 1 ];

    res = a[ 0 ][ 1 ];
    for ( i = 0; i < N; ++i )
    for ( j = i + 1; j <= N; ++j )
    {
      for ( k = 0; k < N; ++k )
      {
        int t = 0;

        for ( l = k; l < N; ++l )
        {
          t += a[ l ][ j ] - a[ l ][ i ];
          res = Math.max ( res, t );
        }
      }
    }

    out.println ( res );
  }

  public static void
  main (
    String[ ] args
    )
  {
    ( new Main ( ) ).run ( new java.util.Scanner ( System.in ), System.out );
  }
}",":::::::::
		:
		:
				p[0]*n 
	for e in range(c,n):
				p[r][e]
		:
				p[r][e]
		:
				p[r][e]
		:
				p[r][e]
		:
","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
",0.0,0.0932,0.25,0.5
BigCodeNet,887,"def x(a):
	m=-10**9
	for c in N:
		p=[0]*n 
		for e in range(c,n):
			for r in N:
				p[r]+=a[r][e]
			m=max(P(p),m)
	return m
def P(a):
	m,c=-10**5,0
	for i in N:
		c+=a[i]
		m=max(c,m)
		if c<0:c=0
	return m
n = input()
N = range(n)
print x([map(int, raw_input().split()) for i in N])","public class Main{
  public void run(java.io.InputStream in, java.io.PrintStream out){
    java.util.Scanner sc = new java.util.Scanner(in);
    int n, i, j, res, w, h, x;
    int[][] f, sum;

    n = sc.nextInt();
    f = new int[n][n];
    for(i = 0;i < n;i++)for(j = 0;j < n;j++)f[i][j] = sc.nextInt();
    sum = new int[++n][n];

    sum[1][1] = f[0][0];
    for(j = 2;j < n;j++)sum[1][j] = sum[1][j - 1] + f[0][j - 1];
    for(i = 2;i < n;i++)sum[i][1] = sum[i - 1][1] + f[i - 1][0];
    for(i = 2;i < n;i++)for(j = 2;j < n;j++)
      sum[i][j] = f[i - 1][j - 1] + sum[i][j - 1] + sum[i - 1][j] - sum[i - 1][j - 1];

    res = f[0][0];
    for(h = 0;h < n;h++)for(i = 1;i < n - h;i++)
    for(w = 0;w < n;w++)for(j = 1;j < n - w;j++){
      x = sum[i + h][j + w] - sum[i - 1][j + w] - sum[i + h][j - 1] + sum[i - 1][j - 1];
      if(res < x)res = x;
    }
    out.println(res);

    sc.close();
  }
  public static void main(String[] args){
    (new Main()).run(System.in, System.out);
  }
}",":::::::::
		:
		:
				p[0]*n 
	for e in range(c,n):
				p[r][e]
		:
				p[r][e]
		:
				p[r][e]
		:
				p[r][e]
		:
","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
",0.0,0.0192,0.25,0.5
